2.306278978292934490e+00,2.305224567217374343e+00
1.517843819464357535e+00,1.486594685680112660e+00
1.309996319655031494e+00,1.271063619646532805e+00
1.200803677875774689e+00,1.149310253923404579e+00
1.140498680238144935e+00,1.064859059233704386e+00
1.038856686970677234e+00,9.598826305471278575e-01
9.642278728203270699e-01,8.830301070336213920e-01
9.359298421742435758e-01,8.452421678498339697e-01
9.281350567508429572e-01,8.163569812095762268e-01
8.807445706460422796e-01,7.631472364793754348e-01
8.589488828715424740e-01,7.355246869082388006e-01
8.383440035410201219e-01,7.003534704054795723e-01
7.989731884231201509e-01,6.546378485140663672e-01
7.742907942864841742e-01,6.291148560118344779e-01
7.822102446335191805e-01,6.113083080130033986e-01
7.514867258433717279e-01,5.730657003186920839e-01
7.698756609671413287e-01,5.876038548014488327e-01
7.434563562035941819e-01,5.535164917708290666e-01
7.216111277810300928e-01,5.240940671616756141e-01
7.015280020884431256e-01,4.989015786801628827e-01
7.313829143873800120e-01,5.120155612715953097e-01
6.927824135595997967e-01,4.622946244449620545e-01
7.089792967509156441e-01,4.548258905494674820e-01
6.896914200375254822e-01,4.358798155380320671e-01
7.162235159748278068e-01,4.424417175794893575e-01
6.704733724982593346e-01,3.941833013281295095e-01
6.619852192390459633e-01,3.904804538788424484e-01
6.762338388270844325e-01,3.873888933272960355e-01
6.494309026212357061e-01,3.683179988742001920e-01
6.449608616649914472e-01,3.553208797333124447e-01
6.331117354547635134e-01,3.439063931534903085e-01
6.737499974977475548e-01,3.359376807077008031e-01
6.472951313748527280e-01,3.065762842544829669e-01
6.360181047322269743e-01,2.919675523578760257e-01
6.608415696377190063e-01,3.051143772330650039e-01
6.663419945171465963e-01,2.953191147796038751e-01
6.550596504927442831e-01,2.823069517749338120e-01
6.514017007316643681e-01,2.656969251028380441e-01
6.463585413587741302e-01,2.649733525681995938e-01
6.251918053189025049e-01,2.396699427483008071e-01
6.187644957448728000e-01,2.242797640106917734e-01
6.395297519886455895e-01,2.206389671393530760e-01
6.406667787617388310e-01,2.021237297114044373e-01
6.321761059208800271e-01,2.011922569385932724e-01
6.718592337621286381e-01,2.066997387179945189e-01
6.731567082408899116e-01,2.152957939647119623e-01
6.759657505602120198e-01,2.121982704007112919e-01
6.551387947017011104e-01,1.850944926920540523e-01
6.370634494212489285e-01,1.807833147608339797e-01
6.405424196213579391e-01,1.690915273711048328e-01
6.285440653752976115e-01,1.657075777973011643e-01
